year,pac_name,country_of_origin,parent_company,dems,repubs,total
2004,Essroc Corp,Italy,Italcementi Group,2500,5400,7900
2004,Experian,UK,GUS plc,17000,36250,53250
2004,Farmers Group (Zurich Financial Services),Switzerland,Zurich Financial Services,3500,32850,36350
2004,First Hawaiian Bank (BNP Paribas),France,BNP Paribas,0,0,0
2004,Food Lion,Belgium,Delhaize Group,7900,28250,36150
2004,Foster Wheeler,Switzerland,Foster Wheeler PLC,0,0,0
2004,Fresenius Medical Care North America,Germany,Fresenius Medical Care,3000,4500,7500
2004,Gambro BCT (Gambro AB),Sweden,Gambro AB,0,4500,4500
2004,Gambro Healthcare (Gambro AB),Sweden,Gambro AB,15000,28500,43500
2004,Genentech Inc (Roche Holdings),Switzerland,Roche Group,83750,74000,157750
2004,GKN Corp,UK,GKN PLC,0,4280,4280
2004,GlaxoSmithKline,UK,GlaxoSmithKline,224496,520503,744999
2004,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,12750,14750,27500
2004,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,5000,42000,47000
2004,Greyhound Lines,Canada,Laidlaw,14000,16000,30000
2004,Heineken USA (Heineken NV),Netherlands,Heineken NV,9000,17000,26000
2004,Herbalife International of America,UK,Herbalife International,22780,30500,53280
2004,Hill & Knowlton (WPP Group),UK,WPP Group,5750,9250,15000
2004,Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,28500,60500,89000
2004,Holcim US,Switzerland,Holcim Ltd,12608,30800,43408
2004,HSBC North America (HSBC Holdings),UK,HSBC Holdings,214171,352749,566920
2004,HSBC USA (HSBC Holdings),UK,HSBC Holdings,3000,100,3100
2004,Infineon Technologies,Germany,Infineon Technologies AG,3000,7950,10950
2004,ING US (ING Group),Netherlands,ING Group,36000,41500,77500
2004,Instinet Corp,UK,Reuters Group,13500,28000,41500
2004,JA Jones Construction,Germany,Philipp Holzmann AG,0,0,0
2004,Jackson National Life Insurance,UK,Prudential PLC,10500,29850,40350
2004,John Hancock Financial Services,Canada,Manulife Financial,38000,21000,59000
2004,Kennecott Energy,UK,Rio Tinto PLC,15500,59700,76200
2004,LaFarge North America,France,Lafarge SA,17000,39000,56000
2004,LaSalle Bank (ABN AMRO),Netherlands,ABN Amro Holding,61250,47500,108750
2004,Learjet Inc (Bombardier Inc),Canada,Bombardier Inc,0,4000,4000
2004,Lehigh Cement,Germany,HeidelbergCement AG,3000,19500,22500
2004,Lone Star Industries,Italy,Buzzi Unicem,2500,0,2500
2004,Loral Space & Communications,UK,Loral Space & Communications,62000,20000,82000
2004,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,21500,36175,57675
2004,Massachusetts Financial Services,Canada,Sun Life Financial Services,3000,2000,5000
2004,McDermott International (McDermott International),Panama,McDermott International,6500,12000,18500
2004,Miller Brewing,UK,SABMiller PLC,29000,39500,68500
2004,MONY Group (AXA),France,AXA,7500,17000,24500
2004,National Grid USA (National Grid plc),UK,National Grid plc,30750,46800,77550
2004,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,3000,12000,15000
2004,Nestle USA (Nestle SA),Switzerland,Nestle,17250,23000,40250
2004,Nestle Waters North America (Nestle SA),Switzerland,Nestle,0,600,600
2004,News America Publishing (News Corporation),Australia,News Corp,108000,102500,210500
2004,Norwegian Cruise Line,Malaysia,Genting Group,0,0,0
2004,Novartis Corp (Novartis AG),Switzerland,Novartis AG,73191,159237,232428
2004,Oldcastle Materials,Ireland,CRH PLC,115700,164407,280107
2004,Organon Inc,Netherlands,Akzo Nobel,0,0,0
2004,PacifiCorp,UK,Scottish Power,1000,5500,6500
2004,Pennsylvania-American Water Co (RWE AG),Germany,RWE AG,0,0,0
2004,Peter Pan Seafoods,Japan,Nichiro Corp,250,4250,4500
2004,Philips Electronics North America,Netherlands,Philips Electronics,9000,50710,59710
2004,PotashCorp,Canada,Potash Corporation of Saskatchewan,1500,10750,12250
2004,RBC Centura Banks,Canada,Royal Bank of Canada,1250,4000,5250
2004,Reed Elsevier Inc,UK,Reed Elsevier Group,13500,37000,50500
2004,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce International,40000,97000,137000
2004,Roquette America,France,Roquette Freres,0,0,0
2004,Sagem Morpho Inc,France,Sagem SA,9050,0,9050
2004,Sanofi-Pasteur Inc (Sanofi-Aventis),France,Sanofi-Aventis,45000,60300,105300
2004,SAP America,Germany,SAP AG,56500,89750,146250
2004,Schaeffler Group USA,Germany,Schaeffler Group,6000,7000,13000
2004,Securitas Security Services USA,Sweden,Securitas AB,3000,6000,9000
2004,Serono Inc,Switzerland,Serono SA,6000,2500,8500
2004,SES Americom (SES Global),Luxembourg,SES Global,8000,6500,14500
2004,Shaklee Corp (Yamanouchi Consumer),Japan,Yamanouchi Pharmaceutical,0,0,0
2004,Shell Oil (Royal Dutch/Shell Group of Companies),Netherlands,Royal Dutch-Shell,13000,67500,80500
2004,Siemens Corp (Siemens AG),Germany,Siemans AG,133799,190500,324299
2004,Smith & Nephew,UK,Smith & Nephew Plc,5000,17500,22500
2004,Sodexho Inc,France,Sodexho Alliance,24250,5500,29750
2004,Solvay Pharmaceuticals,Belgium,Solvay SA,3000,18000,21000
2004,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,89000,136500,225500
2004,Standard Federal Bank (ABN AMRO),Netherlands,ABN Amro Holding,9342,15000,24342
2004,Swedish Match North America,Sweden,Swedish Match AB,500,32712,32212
2004,Syngenta Corp,Switzerland,Syngenta AG,18000,55200,73200
2004,Syntex (USA) Inc (Roche Holdings),Switzerland,Roche Holdings,0,0,0
2004,T-Mobile USA,Germany,Deutsche Telekom AG,38500,33500,72000
2004,Teck Cominco American,Canada,Teck Cominco,0,8000,8000
2004,Timex Corp,Netherlands,Timex Group,0,0,0
2004,TOTAL Petrochemicals (TOTAL SA),France,TOTAL SA,500,4000,4500
2004,Tractebel North America (SUEZ SA),France,SUEZ SA,12500,15000,27500
2004,Tyco International (Tyco International),Ireland,Tyco International,15000,63000,78000
2004,UBS Americas,Switzerland,UBS AG,159100,288000,452100
2004,UnionBanCal Corp,Japan,Mitsubishi UFJ Financial Group,7500,1000,8500
2004,United Water (SUEZ SA),France,SUEZ SA,9500,3500,13000
2004,Universal Music Group (Vivendi Universal),France,Vivendi Universal,4500,8500,13000
2004,USFilter Corp (Siemens AG),Germany,Siemens AG,500,19000,19500
2004,VT Halter Marine,Singapore,ST Engineering,2000,7000,9000
2004,Wackenhut Corp,Denmark,Group 4 Securicor,12250,29000,41250
2004,Westfield Corp,Australia,Westfield Group of Australia,24969,6998,33205
2004,Westinghouse Electric (BNFL PLC),UK,British Nuclear Fuels PLC,2500,7500,10000
2004,Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,30500,69500,100000
2004,XL America,UK,XL Capital,0,3000,3000
2004,Zurich Insurance (Zurich Financial Services),Switzerland,Zurich Financial Services,59000,135369,195869
2006,7-Eleven,Japan,Seven & I Holdings,0,0,0
2006,ABB Group,Switzerland,Asea Brown Boveri,2250,6500,9250
2006,Accenture (Accenture),UK,Accenture plc,115680,195700,313380
2006,Accenture (Accenture),UK,Accenture plc,0,0,0
2006,ACE INA,UK,ACE Ltd,33000,75000,108000
2006,Acuson Corp (Siemens AG),Germany,Siemens AG,0,0,0
2006,AEGON USA,Netherlands,Aegon NV,58000,94000,153500
2006,Agrium US,Canada,Agrium Inc,0,0,0
2006,AIM Management Group,UK,AMVESCAP,12500,19500,32000
2006,Air Liquide America,France,L'Air Liquide SA,2000,2000,4000
2006,Alcatel-Lucent Holding (Alcatel-Lucent),France,Alcatel-Lucent,25000,43000,68000
2006,Alcatel-Lucent Holding (Alcatel-Lucent),France,Alcatel-Lucent,8000,12000,20000
2006,Alcon Laboratories (Nestle SA),Switzerland,Nestle,3500,37326,40826
2006,Allianz of America (Allianz),Germany,Allianz AG Holding,38100,80550,119650
2006,Allied Domecq Spirits & Wine (Pernod Ricard),France,Pernod Ricard SA,3515,14060,17575
2006,American Medical Response (Onex Corp),Canada,Onex Corp,2500,11250,15750
2006,American Water Works Co (RWE AG),Germany,RWE AG,0,0,0
2006,APL Ltd,Singapore,Neptune Orient Lines Ltd,13500,17500,31000
2006,Arcadis G&M,Netherlands,Arcadis NV,11000,35800,46800
2006,AREVA Inc,France,Areva Group,32000,58500,95500
2006,Arkema Inc,France,Arkema,2000,17000,19000
2006,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca,105820,276500,384320
2006,Austin Nichols & Co (Pernod Ricard),France,Pernod Ricard SA,2000,4000,6000
2006,Aviva USA,UK,Aviva PLC,2000,0,2000
2006,AXA Equitable Life Insurance (AXA),France,AXA,49000,66000,115000
2006,Babcock & Wilcox (McDermott International),Panama,McDermott International,4000,26000,30000
2006,Bacardi USA,UK,Bacardi Ltd,3490,9500,14990
2006,BAE Systems (BAE Systems),UK,BAE Systems,189500,301999,499499
2006,BAE Systems Information Technology (BAE Systems),UK,BAE Systems,0,0,0
2006,BAE Systems Land & Armaments (BAE Systems),UK,BAE Systems,79000,214500,295500
2006,Ballard Power Systems,Canada,Ballard Power Systems,2000,0,2000
2006,BancWest Corp (BNP Paribas),France,BNP Paribas,2500,3000,5500
2006,Barrick Goldstrike Mines,Canada,Barrick Gold Corp,24000,34000,59000
2006,BASF Corp,Germany,BASF Group,17000,133000,151000
2006,Bayer Corp,Germany,Bayer AG,52500,198500,255000
2006,BOC Group,UK,BOC Group,0,0,0
2006,Boehringer Ingelheim Corp,Germany,CH Boehringer Sohn,4300,11500,16800
2006,Bombardier Transportation USA (Bombardier Inc),Canada,Bombardier Inc,5500,4350,9850
2006,BP North America,UK,BP PLC,75000,142500,219500
2006,Bridgestone Americas,Japan,Bridgestone Corp,39000,69750,108750
2006,Burson-Marsteller (WPP Group),UK,WPP Group,27500,36500,65500
2006,Buzzi Unicem USA,Italy,Buzzi Unicem SpA,3500,11500,15000
2006,BWX Technologies (McDermott International),Panama,McDermott International,37000,114500,153500
2006,California Portland Cement Co,Japan,Taiheiyo Cement Co,4360,34500,38860
2006,Case New Holland,Italy,Fiat SPA,7500,37000,44500
2006,CGI-AMS,Canada,CGI Group,0,0,0
2006,CGU Corp,UK,CGNU PLC,6500,0,6500
2006,Ciba Specialty Chemicals,Switzerland,Ciba Specialty Chemicals Holding,5000,13000,18000
2006,CIBC World Markets,Canada,Canadian Imperial Bank of Commerce,0,0,0
2006,Citizens Financial Group (Royal Bank of Scotland),UK,Royal Bank of Scotland Group,112486,68399,181385
2006,Commercial Federal Savings & Loan (BNP Paribas),France,BNP Paribas,1500,12000,13500
2006,Cooper Industries,Ireland,Cooper Industries Ltd,4500,140500,145000
2006,Credit Suisse Securities,Switzerland,Credit Suisse Group,242860,261000,508860
2006,DaimlerChrysler (DaimlerChrysler),Germany,DaimlerChrysler AG,140590,273500,416090
2006,Deutsche Bank Securities,Germany,Deutsche Bank AG,0,0,0
2006,DHL (Deutsche Post AG),Germany,Deutsche Post AG,0,0,0
2006,Diageo North America,UK,Diageo PLC,19500,34500,64000
2006,Dial Corp,Germany,Henkel KGaA,6000,16750,22750
2006,E ON US,Germany,Eon AG,3000,16000,19000
2006,EADS North America,Netherlands,European Aeronautic Defence & Space Co,9000,20800,31900
2006,EmCare Inc (Onex Corp),Canada,Onex Corp,0,0,0
2006,Essroc Corp,Italy,Italcementi Group,1000,2500,3500
2006,Experian,UK,Experian,77753,112600,191353
2006,Farmers Group (Zurich Financial Services),Switzerland,Zurich Financial Services,23000,99500,123500
2006,Food Lion,Belgium,Delhaize Group,4500,16750,21250
2006,Foster Wheeler,Switzerland,Foster Wheeler PLC,300,17250,17550
2006,Fresenius Medical Care North America,Germany,Fresenius Medical Care,28700,45800,74500
2006,GDF Suez Energy North America (SUEZ SA),France,SUEZ SA,23000,60008,83008
2006,Genentech Inc (Roche Holdings),Switzerland,Roche Group,76500,115000,201500
2006,GKN Corp,UK,GKN PLC,0,6000,6000
2006,GlaxoSmithKline,UK,GlaxoSmithKline,256686,623727,891413
2006,Grand Trunk Western-Illinois Central RR,Canada,Canadian National Railway,14657,19375,34032
2006,Great-West Life & Annuity Insurance (Power Financial Corp),Canada,Power Financial Corp,9000,25500,34500
2006,Greyhound Lines,Canada,Laidlaw,16000,11000,27000
2006,Heineken USA (Heineken NV),Netherlands,Heineken NV,36500,30500,69500
2006,Herbalife International of America,UK,Herbalife International,48144,51750,99894
2006,Hill & Knowlton (WPP Group),UK,WPP Group,4000,4750,8750
2006,Hoffmann-La Roche (Roche Holdings),Switzerland,Roche Holdings,69000,111900,180900
2006,Holcim US,Switzerland,Holcim Ltd,20000,32000,52000
2006,HSBC North America,UK,HSBC Holdings,239450,413760,663210
2006,Hudson United Bancorp (Toronto-Dominion Bank),Canada,Toronto-Dominion Bank,500,0,500
2006,Infineon Technologies,Germany,Infineon Technologies AG,3400,4100,8500
2006,ING US (ING Group),Netherlands,ING Group,34500,42000,80500
2006,Intelsat US,Luxembourg,Intelsat Holdings,11000,4500,15500
2006,Intermagnetics General Corp (Philips Electronics),Netherlands,Philips Electronics,17100,11000,28100
2006,JA Jones Construction,Germany,Philipp Holzmann AG,0,0,0
2006,Jackson National Life Insurance,UK,Prudential PLC,8500,40000,48500
2006,John Hancock Financial Services,Canada,Manulife Financial,31380,18500,50880
2006,Kennecott Energy,UK,Rio Tinto PLC,10500,55500,66000
2006,LaFarge North America (Lafarge SA),France,Lafarge SA,23000,32500,55500
2006,LaFarge North America (Lafarge SA),France,Lafarge SA,0,0,0
2006,LaSalle Bank,Netherlands,ABN Amro Holding,48000,42250,90250
2006,Learjet Inc (Bombardier Inc),Canada,Bombardier Inc,0,1000,1000
2006,Lehigh Cement,Germany,HeidelbergCement AG,3000,15500,18500
2006,Lone Star Industries,Italy,Buzzi Unicem,0,1000,1000
2006,Loral Space & Communications,UK,Loral Space & Communications,21482,10000,31482
2006,Maersk Inc (AP Moller-Maersk),Denmark,AP Moller-Maersk,15500,56000,71500
2006,Massachusetts Financial Services (Sun Life Financial),Canada,Sun Life Financial Services,5000,6000,11000
2006,McDermott International (McDermott International),Panama,McDermott International,3000,12500,15500
2006,Metro-Goldwyn-Mayer (Sony Corp),Japan,Sony Corp,1000,4200,5200
2006,Miller Brewing,UK,SABMiller PLC,37500,74500,112000
2006,MONY Group (AXA),France,AXA,0,0,0
2006,National Grid USA (National Grid plc),UK,National Grid plc,39250,63000,102750
2006,Nestle Purina PetCare (Nestle SA),Switzerland,Nestle SA,5500,17750,23250
2006,Nestle USA (Nestle SA),Switzerland,Nestle,16000,15000,31000
2006,Nestle Waters North America (Nestle SA),Switzerland,Nestle,0,3500,9500
2006,Norwegian Cruise Line,Malaysia,Genting Group,19000,8000,27000
2006,Novartis Corp (Novartis AG),Switzerland,Novartis AG,65618,173045,239663
2006,Novartis Vaccines & Diagnostics (Novartis AG),Switzerland,Novartis AG,9000,6100,16100
2006,Novo Nordisk,Denmark,Novo Nordisk A/S,3000,4500,7500
2006,Ocean Systems Engineering (QinetiQ Group),UK,QinetiQ Group,8250,2100,10350
2006,Oldcastle Materials,Ireland,CRH PLC,98000,149500,257500
2006,Organon Inc,Netherlands,Akzo Nobel,0,0,0
2006,Peter Pan Seafoods,Japan,Nichiro Corp,500,5600,6100
2006,Pharmavite LLC,Japan,Otsuka Pharmaceutical,11230,10000,21230
2006,Philips Electronics North America (Philips Electronics),Netherlands,Philips Electronics,12900,56567,70467
2006,Planning Systems Inc (Qinetiq Group),UK,QinetiQ Group,21000,22200,43200
2006,PotashCorp,Canada,Potash Corporation of Saskatchewan,4000,6000,10000
2006,PPM Energy,UK,Scottish Power,1000,2000,3000
2006,Qimonda North America,Germany,Qimonda AG,0,1000,1000
2006,RBC Centura Banks,Canada,Royal Bank of Canada,0,2000,2000
2006,Reebok International,Germany,adidas AG,19900,8200,30100
2006,Reed Elsevier Inc,UK,Reed Elsevier Group,18000,46000,64000
2006,Rolls-Royce North America (Rolls-Royce PLC),UK,Rolls-Royce International,40500,114500,155000
2006,Roquette America,France,Roquette Freres,0,0,0
2006,Sagem Morpho Inc,France,Sagem SA,0,0,0
2006,Sanofi-Aventis US (Sanofi-Aventis),France,Sanofi-Aventis,21500,99000,125500
2006,Sanofi-Pasteur Inc (Sanofi-Aventis),France,Sanofi-Aventis,34000,86335,120335
2006,SAP America,Germany,SAP AG,43000,115200,160700
2006,Schaeffler Group USA,Germany,Schaeffler Group,4000,6000,12000
2006,Securitas Security Services USA,Sweden,Securitas AB,250,11000,12250
2006,Serono Inc,Switzerland,Serono SA,4500,1000,5500
2006,SES Americom (SES SA),Luxembourg,SES SA,3500,10000,13500
2006,Shell Oil (Royal Dutch Shell),Netherlands,Royal Dutch Shell,10000,61500,71500
2006,Shire Pharmaceuticals,UK,Shire Plc,0,0,0
2006,Siemens Corp (Siemens AG),Germany,Siemans AG,133000,183999,317999
2006,Smith & Nephew,UK,Smith & Nephew Plc,10000,16000,27000
2006,Sodexho Inc,France,Sodexho Alliance,26500,12000,38500
2006,Solvay Pharmaceuticals,Belgium,Solvay SA,11000,48000,59000
2006,Sony Pictures Entertainment (Sony Corp),Japan,Sony Corp,100500,123149,224649
2006,Spirit Aerosystems,Canada,Onex Corp,0,0,0
2006,Sun Life Assurance of Canada (Sun Life Financial),Canada,Sun Life Financial,2000,1000,3000
2006,Swedish Match North America,Sweden,Swedish Match AB,4000,35872,39872
2006,Syngenta Corp,Switzerland,Syngenta AG,34500,80750,115250
2006,Syntex (USA) Inc (Roche Holdings),Switzerland,Roche Holdings,0,0,0
2006,T-Mobile USA,Germany,Deutsche Telekom AG,101500,140000,241500
2006,Tate & Lyle Americas (Tate & Lyle),UK,Tate & Lyle,0,16750,16750
2006,Teck Cominco American,Canada,Teck Cominco,0,4000,4000
2006,Timex Corp,Netherlands,Timex Group,0,0,0
2006,TOTAL Petrochemicals (TOTAL SA),France,TOTAL SA,1000,1000,2000
2006,Tyco International (Tyco International),Ireland,Tyco International,42000,145500,190000
2006,UBS Americas,Switzerland,UBS AG,287900,424000,726900
2006,UnionBanCal Corp,Japan,Mitsubishi UFJ Financial Group,7750,6500,14250
2006,United Water (SUEZ SA),France,SUEZ SA,16800,1000,17800
2006,Universal Music Group (Vivendi Universal),France,Vivendi Universal,63250,82476,147226
2006,USFilter Corp (Siemens AG),Germany,Siemens AG,0,0,0
2006,VT Halter Marine,Singapore,ST Engineering,500,3000,3500
2006,Wackenhut Corp,Denmark,Group 4 Securicor,0,19600,19600
2006,Westfield Corp,Australia,Westfield Group of Australia,21088,5000,26088
2006,Westinghouse Electric,Japan,Toshiba Corp,4000,17500,21500
2006,Wexler & Walker Public Policy Assoc (WPP Group),UK,WPP Group,37000,66500,104500
2006,Willis North America,UK,Willis Group Holdings,3000,4000,7000
2006,XL America,UK,XL Capital,500,8000,10500
2006,ZLB Behring,Australia,CSL Ltd,0,3500,3500
2006,Zurich Insurance (Zurich Financial Services),Switzerland,Zurich Financial Services,58500,149500,211000
2008,7-Eleven,Japan,Seven & I Holdings,2000,7500,9500
2008,ABB Group,Switzerland,Asea Brown Boveri,8000,10000,18000
2008,Accenture (Accenture),UK,Accenture plc,189750,158000,347750
2008,Accenture (Accenture),UK,Accenture plc,0,0,0
2008,ACE INA,Switzerland,ACE Ltd,82500,89000,171500
2008,Acuson Corp (Siemens AG),Germany,Siemens AG,0,0,0
2008,AEGON USA,Netherlands,Aegon NV,107997,102500,210497
2008,Agrium US,Canada,Agrium Inc,0,1500,1500
2008,Air Liquide America,France,L'Air Liquide SA,8000,3000,11000
2008,Alcatel-Lucent Holding (Alcatel-Lucent),France,Alcatel-Lucent,28000,30500,58500
2008,Alcatel-Lucent Holding (Alcatel-Lucent),France,Alcatel-Lucent,4000,4500,8500
2008,Alcon Laboratories (Nestle SA),Switzerland,Nestle,1000,27496,28496
2008,Allianz of America (Allianz),Germany,Allianz AG Holding,28600,51450,80050
2008,American Medical Response (Onex Corp),Canada,Onex Corp,18250,2800,21050
2008,Anheuser-Busch,Belgium,Anheuser-Busch InBev,853223,652674,1505897
2008,APL Ltd,Singapore,Neptune Orient Lines Ltd,28500,14000,42500
2008,Arcadis US,Netherlands,Arcadis NV,42250,30000,72250
2008,ArcelorMittal USA,Luxembourg,ArcelorMittal,29000,25500,54500
2008,Arch Capital Group (US),UK,Arch Capital Group,10900,2300,13200
2008,AREVA Inc,France,Areva Group,45500,49500,95000
2008,Arkema Inc,France,Arkema,10500,16000,26500
2008,Armor Holdings (BAE Systems),UK,BAE Systems,6600,18826,25426
2008,Astellas US,Japan,Astellas Pharma,0,0,0
2008,AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK,AstraZeneca PLC,260500,284000,544500
2008,Austin Nichols & Co,France,Pernod Ricard SA,10000,4500,14500
2008,Aviva USA,UK,Aviva PLC,0,500,500
2008,AXA Equitable Life Insurance (AXA),France,AXA,137000,79000,216000
